title,company,location,datePosted,workplaceModel,employmentType,salary,description,extractedSkills,extractedQualifications,extractedConstraints,category,visaEligible,source,applyUrl
"Technology Consulting (Financial Services), Wealth & Asset Management Intern (Jul 2026)",EY Singapore,Singapore,,On-site,"Internship, Clerkship or Placement",,"Support the design and implementation of IT and digital solutions in wealth and asset management within a global financial services team. Your Role Here’s what you will be doing: Support the design and implementation of information technology and digital solutions for clients in wealth and asset management. Assist in analysis, design, and development of technology solutions for financial institutions. Support implementation of software platforms including portfolio management, CRM, and deal workflow management systems. Collaborate with cross-functional teams to gather and document business requirements and translate them into technical specifications. Participate in testing and quality assurance activities to ensure successful delivery of technology solutions. Assist in preparation of project planning and documentation such as user manuals, training materials, and client presentations. Research emerging technologies and industry trends to provide insights and recommendations. About You The company is looking for: Strong interest in technology applications in financial services, especially wealth and asset management. Proficiency in programming languages such as Python, Java, or C# is a plus. Understanding or practical experience with semi-structured and unstructured data, databases, and SQL. Experience or passion for SDLC methodologies (agile/waterfall) and coding/scripting languages. Excellent problem-solving skills and ability to work independently and in teams. Strong communication and interpersonal skills to articulate technical concepts to non-technical stakeholders. Ability to manage multiple tasks and priorities in a fast-paced environment. Strong technical skills in assessment, design, implementation, architecture, and program/project delivery across delivery models (Waterfall, Agile, DevOps). Strong presentation skills and proficiency in PowerPoint, Word, and Excel. Good understanding of the financial services industry. How to Apply Upload your latest resume and academic transcripts with your online application. Applicants must be able to commit a minimum of 4 months full-time from July/August 2026. Inform the company as soon as possible about any disability-related adjustments or accommodations needed during the recruitment process. Only shortlisted candidates will be contacted due to high volume of applications. This job may close before the stated closing date, you are encouraged to apply as soon as possible","[""Python"", ""Java"", ""Sql"", ""Excel""]","[""Strong interest in technology applications in financial services, especially wealth and asset management"", ""Good understanding of the financial services industry""]","[""Minimum commitment of 4 months full-time from July/August 2026"", ""High volume of applications (only shortlisted candidates will be contacted)""]",IT and digital solutions in wealth and asset management,Unknown,prosple,
2026 Customer Support Internship for 2027 Customer Support Representative Graduate Program (Hindi Speaker)  (May 2026),Bloomberg Singapore,Singapore,,On-site,,,"Join Bloomberg’s Customer Support team as a 2026 Summer Intern to enhance client service and gain experience at the intersection of finance and technology. Your role Here’s what you will be doing: Support financial professionals by helping them access Bloomberg’s tools and data for real-time decision making Work on projects analyzing processes and developing solutions to improve internal workflows and team efficiency Provide outstanding customer service via ticketing system, phone, email, or live chat Identify, investigate, and resolve customer issues using proprietary software Provide login support and connect clients to Bloomberg products and platforms Collaborate with a global team of over 500 professionals supporting clients in more than 15 languages About you The company is looking for: Business proficiency and fluency in English and Hindi Up to 2 years of full-time work experience Strong written and oral communication skills with clear articulation Demonstrated interest in financial markets or technology through education, work, or extracurriculars Exposure to customer support or stakeholder engagement Willingness to learn new technologies and apply new information Excellent attention to detail and ability to work quickly and accurately under pressure Effective multitasking and problem-solving skills; ability to work independently and in a global team Currently enrolled in university with graduation between December 2026 and August 2027 Available for the full 10-week internship from 18 May to 24 July 2026 Training & development Mentorship by experienced Bloomberg Customer Support professionals Training program covering Bloomberg products, services, clients, global financial markets, product setup, hardware, and troubleshooting Opportunities to develop customer service skills and participate in quality control and idea generation projects Career progression Successful interns may be offered a permanent full-time role in Bloomberg Customer Support after graduation Graduate program includes an 8-week training covering Bloomberg products, clients, financial markets, and troubleshooting Involvement in mentoring, recruiting, quality control, and idea generation How to apply This is a two-stage application process. After submitting your main application, you will receive an email with instructions to complete an online assessment, which is required to be considered for the role. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible","[""Excel""]","[""Currently enrolled in university"", ""Graduation between December 2026 and August 2027"", ""Available for the full 10-week internship from 18 May to 24 July 2026""]","[""Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship"", ""This job may close before the stated closing date, you are encouraged to apply as soon as possible""]",Customer Support Intern,Unknown,prosple,
HBV Engineer - Internship (Jul 2026),GSK Singapore,Singapore,,On-site,"Internship, Clerkship or Placement",,"Join GSK as an HBV Engineering Intern in Singapore to support vaccine facility projects and gain hands-on experience in a global biopharma environment. Your role Here’s what you will be doing: Provide Engineering support for the new Hepatitis B (HBV) vaccine facility Support Utilities and Equipment qualification activities including Design Review, Acceptance Testing, Qualification, and Commissioning Participate in documentation review and drafting such as P+ID review, SOP, Work Instructions, and Risk Assessments Support the Asset Care Program to ensure world-class Reliability and Maintenance Collaborate with Local and Global Engineering teams to deliver project responsibilities Engage in team building activities to develop good working relationships Perform other activities as assigned by your supervisor About you What you'll need: Undergraduate studying a Bachelor’s Degree, preferably in Chemical Engineering, Mechanical Engineering, or Life Science Enrolled at a Singapore university for the duration of the internship and undertaking a full-time credit-bearing internship Written and spoken fluency in English Proficient in IT and software/systems, ideally document management and database systems Strong written and oral communication skills Positive attitude and flexibility to adapt to changing priorities and situations Ability to work within culturally diverse teams Demonstrated initiative, independent work capability, and problem-solving skills Strong drive for performance, deadline-driven, and attention to detail Keen interest in biopharmaceutical products and manufacturing, with a passion for knowledge Compensation & benefits Competitive base salary Annual bonus based on company performance Flexible working options available for most roles Access to healthcare and wellbeing programmes Employee recognition programmes Transport to and from site to MRT stations in centralised locations across Singapore Training & development Opportunity to learn from experienced professionals and develop skills through challenging, real-world projects Gain in-depth insights into GSK HBV production process and large-scale Capital Expenditure (CAPEX) project management Experience GSK’s culture and work with a diversified team of professionals Develop both technical and soft skills including interpersonal, communication, and negotiation skills Career progression Kickstart your career with a role that offers genuine impact and exposure to global biopharma manufacturing Develop understanding of project management and vaccine production processes, positioning for future growth opportunities How to apply Submit your application promptly as applications are reviewed on a rolling basis. Note that GSK does not accept referrals from employment agencies without prior written authorization. This job may close before the stated closing date, you are encouraged to apply as soon as possible",[],"[""Bachelor\u2019s Degree in Chemical Engineering, Mechanical Engineering, or Life Science"", ""Written and spoken fluency in English"", ""Proficient in IT and software/systems, ideally document management and database systems"", ""Strong written and oral communication skills"", ""Positive attitude and flexibility to adapt to changing priorities and situations"", ""Ability to work within culturally diverse teams""]","[""Must be enrolled at a Singapore university for the duration of the internship"", ""Must undertake a full-time credit-bearing internship""]",Internship,Unknown,prosple,
Value Stream Engineer Internship  (Jul 2026),GSK Singapore,Singapore,,On-site,"Internship, Clerkship or Placement",,"Join GSK’s Value Stream Engineer Internship to support vaccine manufacturing process improvements and gain hands-on industry experience. Your Role Here’s what you will be doing: Assist in identifying areas for improvement within manufacturing processes through data collection, analysis, and proposing solutions to enhance efficiency, reduce waste, and optimize productivity. Collect and analyze data related to manufacturing processes, equipment performance, and production output using statistical tools and software. Contribute to project planning, coordination, execution, monitoring progress, and reporting on outcomes for manufacturing process improvement projects. Assist in creating and updating Standard Operating Procedures (SOPs), work instructions, and other documentation to ensure regulatory compliance and internal standards. Collaborate with Quality Assurance, Engineering, Production, and Supply Chain departments to support project initiatives. Participate in training sessions to deepen understanding of manufacturing processes. Engage in problem-solving activities to address manufacturing issues and implement necessary actions. About You The company is looking for: Undergraduate student enrolled full-time in a Bachelor’s Degree program at a Singapore University, preferably in Chemical & Biomolecular Engineering, Pharmaceutical Engineering, or Biomedical Sciences. Enrolled at a Singapore university for the duration of the internship (July to December 2026) and undertaking a full-time credit-bearing internship. Fluent in written and spoken English. Strong interest in vaccine manufacturing. Strong written and oral communication skills. Deadline-driven, flexible, and self-reliant with the ability to work independently in an empowered environment. Ability to work effectively within culturally diverse teams. Demonstrated initiative, independent thinking, and problem-solving skills driven by curiosity. Adaptable to a fast-paced, dynamic work environment with shifting demands. Continuous improvement mindset. Compensation & Benefits Transport provided to and from the site to MRT stations in centralized locations across Singapore. Opportunity to work with a diversified team of professionals. Experience GSK’s culture and apply the technical knowledge acquired at school. Develop interpersonal, communication, and negotiation skills. Training & Development Gain hands-on experience in manufacturing processes, process improvement, data analysis, project management, cross-functional collaboration, root cause analysis, and problem solving. Participate in training sessions to deepen understanding of manufacturing processes. How to Apply Submit your application as soon as possible since applications are reviewed on a rolling basis, and the vacancy will close once enough applications are received. For assistance with your application, email apac.earlycareers@gsk.com. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",[],"[""Undergraduate student enrolled full-time in a Bachelor\u2019s Degree program at a Singapore University"", ""Enrolled at a Singapore university for the duration of the internship (July to December 2026)"", ""Fluent in written and spoken English""]","[""Deadline-driven, flexible, and self-reliant with the ability to work independently"", ""Ability to work effectively within culturally diverse teams""]",Engineering Internship,Unknown,prosple,
"Intern - Assurance, Forensic - Cyber Investigations (May 2026)",EY Singapore,Singapore,,On-site,"Internship, Clerkship or Placement",,"Join EY’s Forensic Technology team to support digital forensic investigations, eDiscovery, and cyber response in a dynamic, global environment. Your Role Key responsibilities include: Supporting the collection, processing, and management of large sets of digital evidence from various information systems. Performing digital forensic analysis and reporting from the Forensic Technology lab and/or client sites. Assisting investigations with Forensic and eDiscovery technology to accelerate fact-finding. Contributing to the innovation, development, and documentation of new procedures and workflows in digital forensic analysis and eDiscovery methodologies. Supporting deployment of eDiscovery solutions to clients. Producing electronic records for counsel, clients, and authorized third parties. Assisting in resolving client requests during eDiscovery review stages. Using industry-standard software to create custom client solutions. Applying problem-solving skills to overcome technical and operational issues. Preparing documentation, working papers, schedules, and reports for clients and other parties. Assisting in cyber response and cyber-attack investigations, analyzing artifacts from compromised machines to determine root cause. About You The company is looking for candidates with: Background in Computer Science, IT, Cyber Security, or related field. Solid knowledge of IT Infrastructure and Security topics. Excellent documentation skills and ability to prioritize multiple engagements. Desire to develop understanding of client industries, trends, risks, and opportunities. Ability to learn and adapt to complex data management and analysis environments. Experience in complex investigations using digital forensics, log analysis, eDiscovery, data analysis, and timeline creation. Ability to communicate technical events and analysis to technical and nontechnical audiences, understanding legal impacts. Familiarity with threat intelligence and incident response forensic investigations. Experience with malware analysis and attack techniques. Experience interpreting and manipulating data within enterprise logging solutions. Knowledge of host, network, and cloud forensic processes, tools, standards, and techniques. Experience with cyber incident readiness including risk assessment, playbook development, simulation drills, and compromise assessment. Ideally, working towards or holding certifications such as EnCE, CCE, CCFP, GASF, GCFE, CFCE, CCME, GREM, Nuix, Relativity, GSE, GCFA, GCIH, GNFA, OSCP, CEH, CHFI. Working knowledge of forensic tools like EnCase, Cellebrite, Axiom, Oxygen Forensics, and eDiscovery platforms such as Relativity and NUIX. Experience in evidence seizure, chain of custody, data collection, and host-based forensics. Knowledge of data collection in cloud solutions (AWS, Azure, GSuite, Office 365). Familiarity with Windows, Unix, Mac host-based forensics, Mobile OS’s, and command lines. Experience with response and analysis tools including EnCase Forensic, F-response, ELK, Splunk, Wireshark, AWS monitoring, Azure Sentinel, SIFT Workstation, IEF, Volatility. Compensation & Benefits Continuous learning opportunities to develop mindset and skills for future challenges. Tools and flexibility to make a meaningful impact in your own way. Insights, coaching, and confidence-building for transformative leadership. Diverse and inclusive culture empowering individual voices. Training & Development Continuous learning to develop skills and mindset for future career growth. Coaching and feedback to support team development and personal growth. How to Apply Upload your latest resume and academic transcripts with your online application. Only shortlisted candidates will be contacted due to high volume of applications. Inform EY promptly about any disability-related adjustments or accommodations needed during recruitment. This job may close before the stated closing date, you are encouraged to apply as soon as possible","[""Aws"", ""Azure""]","[""Background in Computer Science, IT, Cyber Security, or related field"", ""Solid knowledge of IT Infrastructure and Security topics"", ""Excellent documentation skills"", ""Ability to prioritize multiple engagements"", ""Experience in complex investigations using digital forensics, log analysis, eDiscovery, data analysis, and timeline creation""]","[""Only shortlisted candidates will be contacted due to high volume of applications"", ""This job may close before the stated closing date, you are encouraged to apply as soon as possible""]",Forensic Technology,Unknown,prosple,
"Traffic Platform, Software Engineer Graduate (Jan 2026)",Byte Dance Singapore,Singapore,,On-site,,,"Join ByteDance’s Traffic Infrastructure Global Engineering team to design and develop large-scale, multi-cloud network services supporting TikTok and internal applications. Your Role Here’s what you will be doing: Design and develop features of traffic software, including DNS Server, L4 and L7 Proxy, Web Caching, and FaaS Runtime, integrating with the traffic platform to process terabyte-scale data in real-time. Build data pipelines and develop telemetry systems to support data-driven traffic control. Develop API acceleration and other networking services running on the multi-cloud-based traffic platform. Problem-solving and performance tuning for online traffic. Research new technologies for more efficient and scalable traffic processing. About You The company is looking for candidates with: Final year or recent graduate background in Software Development, Computer Science, Computer Engineering, or related technical discipline. Experience in developing network systems using Rust, C, C++, and/or Go, with skills in a Linux environment. Familiarity with network protocols such as TCP/IP, HTTP/HTTPS, and DNS. Familiarity with Microservice architecture. Familiarity with container and orchestration technologies such as Docker and Kubernetes. Preferred: Experience building large-scale network services on cloud platforms (AWS, GCP, OCI). Preferred: Experience designing and developing high-performance network load balancer products. Preferred: Experience with proxy software such as Nginx and Envoy. Preferred: Experience in system programming using low-level system calls like epoll, io-uring. Preferred: Experience developing Web Caching software such as Apache Traffic Server and Varnish. Preferred: Experience in Edge Computing and FaaS Runtime development. Preferred: Experience building distributed or cloud service-based management systems. Preferred: Proficiency in newer networking protocols such as HTTP2, HTTP3/QUIC, TLS1.3. How to Apply Successful candidates must commit to an onboarding date by the end of 2026. Please state your availability and graduation date clearly in your resume. Candidates can apply to a maximum of two positions at ByteDance and its affiliates globally. Applications are reviewed on a rolling basis; early application is encouraged. This job may close before the stated closing date, you are encouraged to apply as soon as possible.","[""C++"", ""Linux"", ""Docker"", ""Kubernetes""]","[""Final year or recent graduate background in Software Development, Computer Science, Computer Engineering, or related technical discipline."", ""Experience in developing network systems using Rust, C, C++, and/or Go, with skills in a Linux environment.""]","[""Commit to an onboarding date by the end of 2026"", ""Candidates can apply to a maximum of two positions at ByteDance and its affiliates globally""]",Software Development/Network Engineering,Unknown,prosple,
"Business Infra, ByteCloud - Backend Software Engineer Graduate (Jan 2026)",Byte Dance Singapore,Singapore,,On-site,,,"Join ByteDance’s Business Infrastructure team to build cloud management, billing, migration, and disaster recovery systems supporting multi-cloud environments. Your Role Here’s what you will be doing: Build a cloud management system with a multi-cloud adaptation layer to enhance R&D ecological capabilities. Develop a billing system featuring cost analysis dashboards and public cloud cost optimization. Create a cloud migration system to automate large-scale microservices and storage cluster migration to the public cloud. Build a disaster recovery system to improve fault detection and automatic recovery for multi-AZ and multi-cloud scenarios. About You The company is looking for: Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or related technical discipline. Solid basic knowledge of computer software, including Linux OS, storage, network IO, and related principles. Familiarity with one or more programming languages such as Python, Go, or Java. Understanding of design patterns and coding principles. How to Apply Applicants must be able to commit to an onboarding date by the end of 2026. Clearly state your availability and graduation date in your resume. Candidates may apply to a maximum of two positions across ByteDance and its affiliates globally. Applications are reviewed on a rolling basis; early application is encouraged. This job may close before the stated closing date, you are encouraged to apply as soon as possible.","[""Linux"", ""Python"", ""Java""]","[""Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or related technical discipline."", ""Solid basic knowledge of computer software.""]","[""Commit to an onboarding date by the end of 2026"", ""Apply for a maximum of two positions across ByteDance and its affiliates globally""]",Software Development Engineer,Unknown,prosple,
Graduate Analyst (Jan 2026),Cognizant Singapore,Singapore,,On-site,,,"Cognizant seeks a Graduate Analyst for full-stack development, software testing, and client engagement within a collaborative digital engineering team. Your Role Here’s what you will be doing: Design solutions, write code, test cases, and execute test cases. Automate build, test, deployment, environment provisioning, and configuration. Full-stack development using front-end JavaScript libraries, backend server languages, and database construction. Implement both front-end and back-end applications. Design, develop, test, deploy, maintain, and improve software across the stack. Develop automated tests and deliver high-quality code within estimated timelines. Collaborate and contribute in discussions to define technology and development approaches within the team. Work closely with senior team members to meet project goals on time. Participate in client engagement projects supported by senior leaders and experienced associates. About You The company is looking for: Experience and knowledge in core Java is advantageous. Good understanding of software development and implementation lifecycle. Hands-on programming experience is advantageous. Passion for the digital world and designing solutions for users. Ability to thrive in a dynamic, project-based working environment. Positive attitude and eagerness to make a difference. Attention to detail and personal pride in work. Training & Development 12-month graduate program for holistic development. Training includes soft skills like client relationship management and technical skills such as software testing and quality management. Opportunities to participate in events, activities, and projects to collaborate and grow with colleagues. Career Progression Opportunity to work on client engagement projects with support from senior leaders and experienced associates. Potential to develop as a partner to clients through digital transformation initiatives. How to Apply Applicants may be required to attend interviews in person or by video conference and present current state or government-issued ID during each interview. This job may close before the stated closing date, you are encouraged to apply as soon as possible.","[""Javascript"", ""Java""]","[""Experience and knowledge in core Java is advantageous"", ""Good understanding of software development and implementation lifecycle"", ""Hands-on programming experience is advantageous"", ""Passion for the digital world and designing solutions for users""]",[],Full-Stack Development,Unknown,prosple,
Site Reliability Engineer Graduate (Network Automation) (Jan 2026),Byte Dance Singapore,Singapore,,On-site,,,"Join ByteDance Networking to develop software and tools that enhance automation and efficiency in global data-center network operations. Your Role Here’s what you will be doing: Develop software and tools to enhance automation and improve efficiency in IDC network implementation and operations. Analyze network data and create software solutions by applying principles and techniques from computer science, engineering, and mathematical analysis. Work closely with software development teams to plan, design and iterate network platforms. About You The company is looking for: Final year or recent graduate with a background in Electrical Engineering, Computer Engineering, or a related technical discipline. Good network knowledge, such as OSI and TCP/IP model. Basic understanding of how network devices work, such as switches and routers. Passion for networking and willingness to learn. Self-motivated, good communication and writing skills, and a good team player. Preferred: Highly interested in analyzing, troubleshooting, and automation related systems. Preferred: Strong sense of responsibility, self-driven, and ability to quickly adapt to a fast-paced and evolving environment. Training & Development As a graduate, you will get opportunities to pursue bold ideas, tackle complex challenges, and unlock limitless growth in data center networking on a massive scale. How to Apply Successful candidates must be able to commit to an onboarding date by the end of 2026. Please state your availability and graduation date clearly in your resume. Candidates can apply to a maximum of two positions across ByteDance and its affiliates globally. Applications are reviewed on a rolling basis; early application is encouraged. For questions, contact apac-earlycareers@bytedance.com. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",[],"[""Final year or recent graduate with a background in Electrical Engineering, Computer Engineering, or a related technical discipline""]","[""Commitment to an onboarding date by the end of 2026"", ""Limit of two positions across ByteDance and its affiliates globally can be applied for""]",Software Development,Unknown,prosple,
"Thai Speaker, Bloomberg Customer Support Representative Early Professional Program (May 2026)",Bloomberg Singapore,Singapore,,On-site,,,"Bloomberg seeks a Customer Support Representative to deliver exceptional service and technical support for financial professionals using Bloomberg Terminal and related products. Your Role Key responsibilities include: Providing exceptional customer service to a diverse client base, including CEOs and executive managers. Supporting client onboarding by handling installation, setup, license, and login queries, and configuration of proprietary hardware and software. Delivering support via phone, email, and Bloomberg Instant Messaging. Proactively assisting clients with license activation, hardware setup, and software configuration to ensure seamless access. Collaborating with internal teams across functions and regions to resolve complex issues. Providing technical training on the Bloomberg Terminal and connecting clients to relevant internal teams. Working as part of a global team supporting clients in more than 15 languages. Occasionally working weekends or bank holidays with a weekday off in lieu. About You What you'll need: A minimum of a Bachelor’s degree and availability to start full-time work in May 2026. Up to 3 years of full-time work experience. Business proficiency and fluency in English and Thai. Passion for delivering outstanding customer service through live, interactive media. Demonstrated interest in financial markets or technology through education, work, internships, or extracurricular activities. Exposure to customer support or stakeholder engagement. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, with the ability to work independently and in a global team. Interest in progressing a career within Bloomberg. Preferred: Curious to identify, research, and resolve customer technology, software, and hardware issues. Awareness of data management, privacy, and information security. Aptitude for working within highly connected and software-based systems. Training & Development 8-week comprehensive training program covering Bloomberg products, client service, financial markets, product setup, and troubleshooting. Opportunities for continuous learning and career development through project involvement. Possibility to engage in mentoring, recruiting, quality control, and idea generation activities. How to Apply Submit your main application. Complete an online assessment sent via email as a necessary step for consideration. Priority may be given to candidates authorized to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible.","[""Excel""]","[""A minimum of a Bachelor\u2019s degree"", ""Up to 3 years of full-time work experience"", ""Business proficiency and fluency in English and Thai""]","[""Availability to start full-time work in May 2026"", ""Priority may be given to candidates authorized to work full-time in Singapore without sponsorship""]",Customer Support Representative,Unknown,prosple,
"Thai Speaker, Bloomberg Customer Support Representative Graduate Program",Bloomberg Singapore,Singapore,,On-site,,,"Join Bloomberg as a Customer Support Representative to deliver exceptional service supporting financial professionals with Bloomberg Terminal technology and data. Your Role Here’s what you will be doing: Provide exceptional customer service to a broad range of clients, including CEOs and executive managers. Support client onboarding by handling installation and setup of Bloomberg software and proprietary hardware configuration. Manage license and login-related queries and provide technical support for mobile and desktop applications. Deliver support via phone, email, and Bloomberg Instant Messaging. Proactively assist clients with license activation, hardware setup, and software configuration to ensure timely and secure access. Collaborate with internal teams across functions and regions to resolve complex issues and maintain effective communication. Provide technical training on the Bloomberg Terminal and connect clients to relevant internal teams based on product usage. Work as part of a global team supporting clients in more than 15 languages. About You The company is looking for: A minimum of a Bachelor’s Degree with the ability to join a 2026 training class (graduating between November 2025 and August 2026). Up to 3 years of full-time work experience. Business proficiency and fluency in English and Thai to support respective clients. Passion for delivering outstanding customer service through live, interactive media (phone, messaging, etc.). Demonstrated interest in financial markets or technology, with aspirations to grow in financial/fintech services. Exposure to customer support or stakeholder engagement through school, work/internships, or extracurricular activities. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, able to work independently and as part of a global team. Interest in progressing a career within Bloomberg. Ability to occasionally work weekends or bank holidays (with a weekday off in lieu). Preferred qualifications include curiosity to resolve technology issues, awareness of data management and information security, and aptitude for working within software-based systems. Training & Development 8-week comprehensive training program covering Bloomberg products, services, financial markets, product setup, hardware, and troubleshooting. Ongoing career development and skill expansion through project involvement. Opportunities for mentoring, recruiting, quality control, and idea generation. How to Apply Submit your main application to enter a two-stage process. After application, you will receive an email with instructions to complete an online assessment, which is required to be considered for the role. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible.",[],"[""Bachelor\u2019s Degree with ability to join a 2026 training class"", ""Up to 3 years of full-time work experience"", ""English and Thai language proficiency""]","[""Ability to occasionally work weekends or bank holidays (with a weekday off in lieu)""]",Customer Support Representative,Yes,prosple,
Bloomberg Customer Support Representative Early Professional Program (Mandarin Speaker) (Feb 2026),Bloomberg Singapore,Singapore,,On-site,,,"Bloomberg seeks a Customer Support Representative to deliver exceptional service and technical support to financial professionals using Bloomberg Terminal and related products. Your role Key responsibilities include: Providing exceptional customer service to a diverse client base, including CEOs and executive managers. Supporting client onboarding by handling installation, setup, license and login queries, and configuration of proprietary hardware and software. Delivering support via phone, email, and Bloomberg Instant Messaging. Proactively assisting clients with license activation, hardware setup, and software configuration to ensure seamless access. Collaborating with internal teams across functions and regions to resolve complex issues and maintain effective communication. Providing technical training on Bloomberg Terminal and connecting clients to relevant internal teams based on product usage. Working as part of a global team supporting clients in over 15 languages. About you What you'll need: A minimum of a Bachelor’s degree and ability to start full-time work in February 2026. Up to 2 years of full-time work experience. Business proficiency and fluency in English and Mandarin. Passion for delivering outstanding customer service through live, interactive media. Demonstrated interest in financial markets or technology, supported by education, work/internships, or extracurricular activities. Exposure to customer support or stakeholder engagement. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, with ability to work independently and in a global team. Interest in progressing a career within Bloomberg. Ability to occasionally work weekends or bank holidays (with weekday off in lieu). Training & development 8-week comprehensive training program covering Bloomberg products, services, financial markets, product setup, hardware, and troubleshooting. Opportunities for continuous learning and career development through project involvement. Possibility to engage in mentoring, recruiting, quality control, and idea generation activities. Career progression Opportunity to champion your career across the company with diverse advancement options. How to apply Submit your main application to initiate the process. Complete an online assessment sent via email as a necessary step for consideration. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible",[],[],[],Unknown,Unknown,prosple,
Bloomberg Customer Support Representative Early Professional Program (Mandarin Speaker) (Feb 2026),Bloomberg Singapore,Singapore,,On-site,,,"Bloomberg seeks a Customer Support Representative to deliver exceptional service and technical support to financial professionals using Bloomberg Terminal and related products. Your role Key responsibilities include: Providing exceptional customer service to a diverse client base, including CEOs and executive managers. Supporting client onboarding by handling installation, setup, license and login queries, and configuration of proprietary hardware and software. Delivering support via phone, email, and Bloomberg Instant Messaging. Proactively assisting clients with license activation, hardware setup, and software configuration to ensure seamless access. Collaborating with internal teams across functions and regions to resolve complex issues and maintain effective communication. Providing technical training on Bloomberg Terminal and connecting clients to relevant internal teams based on product usage. Working as part of a global team supporting clients in over 15 languages. About you What you'll need: A minimum of a Bachelor’s degree and ability to start full-time work in February 2026. Up to 2 years of full-time work experience. Business proficiency and fluency in English and Mandarin. Passion for delivering outstanding customer service through live, interactive media. Demonstrated interest in financial markets or technology, supported by education, work/internships, or extracurricular activities. Exposure to customer support or stakeholder engagement. Willingness to learn new technologies and ability to retain and apply new information. Excellent attention to detail and ability to work quickly and accurately under pressure. Effective multi-tasking and problem-solving skills, with ability to work independently and in a global team. Interest in progressing a career within Bloomberg. Ability to occasionally work weekends or bank holidays (with weekday off in lieu). Training & development 8-week comprehensive training program covering Bloomberg products, services, financial markets, product setup, hardware, and troubleshooting. Opportunities for continuous learning and career development through project involvement. Possibility to engage in mentoring, recruiting, quality control, and idea generation activities. Career progression Opportunity to champion your career across the company with diverse advancement options. How to apply Submit your main application to initiate the process. Complete an online assessment sent via email as a necessary step for consideration. Priority may be given to candidates with legal authorization to work full-time in Singapore without sponsorship. This job may close before the stated closing date, you are encouraged to apply as soon as possible","[""Excel""]","[{""type"": ""education"", ""value"": ""Minimum of a Bachelor\u2019s degree""}, {""type"": ""experience"", ""value"": ""Up to 2 years of full-time work experience""}]","[""Ability to occasionally work weekends or bank holidays (with weekday off in lieu)""]",Customer Support Representative,Unknown,prosple,
"SAP Application Specialist, Early Career (Start ASAP)",Apple Singapore,Singapore,,On-site,,,"Join Apple’s team to develop innovative system solutions, collaborate with stakeholders, and support operational excellence in a dynamic technology environment. Your role Here’s what you will be doing: Comprehend business domain requirements and communicate effectively with internal and external Business partners, both written and verbally. Collaborate with stakeholders and be coached by internal mentors to deliver well thought out system solutions and resolve business issues. Ensure solution optimization and quality deliverables while adhering to the Software Project Life Cycle. Execute technical projects by setting project deliverable priorities, enhancing operational efficiency, and monitoring progress, risks, and results. Develop Technical Specifications and/or user stories to communicate with the DevSecOps team. About you The company is looking for: Bachelor's Degree in Computer Science or Information Technology from an accredited university. 0 to 3 years of working experience. Proficient programming knowledge in at least one of the following: Server side development (Java or Python), Web development (JavaScript, HTML, CSS3), iOS development (Objective-C, Swift), or at least one scripting language. Team-oriented and a team player. Creativity, ingenuity, and willingness to challenge the status quo. Excellent quantitative and interpersonal skills. Preferred qualifications include: Knowledge of foundational services in AWS or GCP. Relevant internship or full-time experience. Leadership roles in clubs or societies. Foundation knowledge in business fundamentals, processes, or concepts. Training & development Opportunity to work on real-world projects and gain hands-on experience across various domains. Growth under the guidance of seasoned professionals and internal mentors. Encouragement to continuously develop skills and contribute fresh ideas. Career progression Potential to grow by stepping outside comfort zones and taking on new challenges within the company’s evolving technology environment. This job may close before the stated closing date, you are encouraged to apply as soon as possible",[],[],[],Unknown,Unknown,prosple,
